@timestamp,@message
2019-10-02 14:08:23.468,"Training> Name=main_level/agent, Worker=0, Episode=1366, Total reward=34.25, Steps=107262, Training iteration=68"
2019-10-02 14:08:15.466,"Training> Name=main_level/agent, Worker=0, Episode=1365, Total reward=31.01, Steps=107155, Training iteration=68"
2019-10-02 14:08:09.464,"Training> Name=main_level/agent, Worker=0, Episode=1364, Total reward=33.51, Steps=107067, Training iteration=68"
2019-10-02 14:08:03.462,"Training> Name=main_level/agent, Worker=0, Episode=1363, Total reward=41.76, Steps=106984, Training iteration=68"
2019-10-02 14:07:55.460,"Training> Name=main_level/agent, Worker=0, Episode=1362, Total reward=166.12, Steps=106885, Training iteration=68"
2019-10-02 14:07:38.455,"Training> Name=main_level/agent, Worker=0, Episode=1361, Total reward=47.77, Steps=106639, Training iteration=68"
2019-10-02 14:07:30.453,Uploaded 3 files for checkpoint 68
2019-10-02 14:07:30.453,INFO:tensorflow:Froze 11 variables.
2019-10-02 14:07:30.453,INFO:tensorflow:Converted 11 variables to const ops.
2019-10-02 14:07:30.453,saved intermediate frozen graph: DeepRacer-SageMaker-RoboMaker-comm-940645781828-20191002101606-898fc6a6-c07b-430d-a1e9-9f86ac4172c2/model/model_68.pb
2019-10-02 14:07:26.451,"Policy training> Surrogate loss=-0.0857904925942421, KL divergence=0.061910420656204224, Entropy=1.013540267944336, training epoch=9, learning_rate=3e-05"
2019-10-02 14:07:26.451,Checkpoint> Saving in path=['./checkpoint/68_Step-106541.ckpt']
2019-10-02 14:07:11.166,"Policy training> Surrogate loss=-0.08907726407051086, KL divergence=0.05816736817359924, Entropy=1.0096399784088135, training epoch=8, learning_rate=3e-05"
2019-10-02 14:06:54.960,"Policy training> Surrogate loss=-0.08479359745979309, KL divergence=0.05645590275526047, Entropy=1.0261491537094116, training epoch=7, learning_rate=3e-05"
2019-10-02 14:06:40.385,"Policy training> Surrogate loss=-0.08178490400314331, KL divergence=0.05436505377292633, Entropy=1.0298354625701904, training epoch=6, learning_rate=3e-05"
2019-10-02 14:06:24.820,"Policy training> Surrogate loss=-0.07563579827547073, KL divergence=0.05398086458444595, Entropy=1.033573865890503, training epoch=5, learning_rate=3e-05"
2019-10-02 14:06:09.218,"Policy training> Surrogate loss=-0.0739806592464447, KL divergence=0.05244889110326767, Entropy=1.0368797779083252, training epoch=4, learning_rate=3e-05"
2019-10-02 14:05:52.815,"Policy training> Surrogate loss=-0.06328894197940826, KL divergence=0.05318420007824898, Entropy=1.0615148544311523, training epoch=3, learning_rate=3e-05"
2019-10-02 14:05:38.655,"Policy training> Surrogate loss=-0.05414619296789169, KL divergence=0.05329860374331474, Entropy=1.0597673654556274, training epoch=2, learning_rate=3e-05"
2019-10-02 14:05:23.416,"Policy training> Surrogate loss=-0.03006831184029579, KL divergence=0.056593380868434906, Entropy=1.0470707416534424, training epoch=1, learning_rate=3e-05"
2019-10-02 14:05:06.874,"Policy training> Surrogate loss=0.02507658302783966, KL divergence=0.038603633642196655, Entropy=1.0347998142242432, training epoch=0, learning_rate=3e-05"
2019-10-02 14:04:49.492,"Training> Name=main_level/agent, Worker=0, Episode=1360, Total reward=130.02, Steps=106541, Training iteration=67"
2019-10-02 14:04:33.488,"Training> Name=main_level/agent, Worker=0, Episode=1359, Total reward=12.94, Steps=106312, Training iteration=67"
2019-10-02 14:04:30.487,"Training> Name=main_level/agent, Worker=0, Episode=1358, Total reward=83.83, Steps=106276, Training iteration=67"
2019-10-02 14:04:18.483,"Training> Name=main_level/agent, Worker=0, Episode=1357, Total reward=136.14, Steps=106094, Training iteration=67"
2019-10-02 14:04:01.478,"Training> Name=main_level/agent, Worker=0, Episode=1356, Total reward=13.13, Steps=105857, Training iteration=67"
2019-10-02 14:03:58.477,"Training> Name=main_level/agent, Worker=0, Episode=1355, Total reward=65.65, Steps=105816, Training iteration=67"
2019-10-02 14:03:48.475,"Training> Name=main_level/agent, Worker=0, Episode=1354, Total reward=44.15, Steps=105673, Training iteration=67"
2019-10-02 14:03:41.473,"Training> Name=main_level/agent, Worker=0, Episode=1353, Total reward=114.1, Steps=105575, Training iteration=67"
2019-10-02 14:03:25.468,"Training> Name=main_level/agent, Worker=0, Episode=1352, Total reward=98.33, Steps=105353, Training iteration=67"
2019-10-02 14:03:12.464,"Training> Name=main_level/agent, Worker=0, Episode=1351, Total reward=154.47, Steps=105159, Training iteration=67"
2019-10-02 14:02:56.460,"Training> Name=main_level/agent, Worker=0, Episode=1350, Total reward=159.75, Steps=104926, Training iteration=67"
2019-10-02 14:02:40.455,"Training> Name=main_level/agent, Worker=0, Episode=1349, Total reward=26.05, Steps=104696, Training iteration=67"
2019-10-02 14:02:34.453,"Training> Name=main_level/agent, Worker=0, Episode=1348, Total reward=131.78, Steps=104626, Training iteration=67"
2019-10-02 14:02:19.449,"Training> Name=main_level/agent, Worker=0, Episode=1347, Total reward=163.32, Steps=104412, Training iteration=67"
2019-10-02 14:02:04.445,"Training> Name=main_level/agent, Worker=0, Episode=1346, Total reward=25.01, Steps=104199, Training iteration=67"
2019-10-02 14:02:00.444,"Training> Name=main_level/agent, Worker=0, Episode=1345, Total reward=41.27, Steps=104140, Training iteration=67"
2019-10-02 14:01:53.442,"Training> Name=main_level/agent, Worker=0, Episode=1344, Total reward=136.22, Steps=104041, Training iteration=67"
2019-10-02 14:01:38.437,"Training> Name=main_level/agent, Worker=0, Episode=1343, Total reward=27.14, Steps=103827, Training iteration=67"
2019-10-02 14:01:34.436,"Training> Name=main_level/agent, Worker=0, Episode=1342, Total reward=64.3, Steps=103783, Training iteration=67"
2019-10-02 14:01:23.433,"Training> Name=main_level/agent, Worker=0, Episode=1341, Total reward=32.09, Steps=103623, Training iteration=67"
2019-10-02 14:01:18.431,saved intermediate frozen graph: DeepRacer-SageMaker-RoboMaker-comm-940645781828-20191002101606-898fc6a6-c07b-430d-a1e9-9f86ac4172c2/model/model_67.pb
2019-10-02 14:01:17.431,Uploaded 3 files for checkpoint 67
2019-10-02 14:01:17.431,INFO:tensorflow:Froze 11 variables.
2019-10-02 14:01:17.431,INFO:tensorflow:Converted 11 variables to const ops.
2019-10-02 14:01:15.430,"Policy training> Surrogate loss=-0.09435936063528061, KL divergence=0.058542296290397644, Entropy=1.0643872022628784, training epoch=9, learning_rate=3e-05"
2019-10-02 14:01:15.430,Checkpoint> Saving in path=['./checkpoint/67_Step-103564.ckpt']
2019-10-02 14:01:01.667,"Policy training> Surrogate loss=-0.09217552095651627, KL divergence=0.05511672794818878, Entropy=1.072316288948059, training epoch=8, learning_rate=3e-05"
2019-10-02 14:00:48.721,"Policy training> Surrogate loss=-0.08726873993873596, KL divergence=0.05730874463915825, Entropy=1.0597989559173584, training epoch=7, learning_rate=3e-05"
2019-10-02 14:00:34.162,"Policy training> Surrogate loss=-0.08628102391958237, KL divergence=0.05163048580288887, Entropy=1.0721839666366577, training epoch=6, learning_rate=3e-05"
2019-10-02 14:00:21.309,"Policy training> Surrogate loss=-0.0848817452788353, KL divergence=0.05126092582941055, Entropy=1.0700948238372803, training epoch=5, learning_rate=3e-05"
2019-10-02 14:00:07.174,"Policy training> Surrogate loss=-0.07729316502809525, KL divergence=0.04662149399518967, Entropy=1.1017118692398071, training epoch=4, learning_rate=3e-05"
2019-10-02 13:59:54.477,"Policy training> Surrogate loss=-0.0661824643611908, KL divergence=0.05196089297533035, Entropy=1.1170607805252075, training epoch=3, learning_rate=3e-05"
2019-10-02 13:59:40.891,"Policy training> Surrogate loss=-0.06377284228801727, KL divergence=0.052982959896326065, Entropy=1.1062276363372803, training epoch=2, learning_rate=3e-05"
2019-10-02 13:59:26.256,"Policy training> Surrogate loss=-0.041045524179935455, KL divergence=0.0634651854634285, Entropy=1.1227301359176636, training epoch=1, learning_rate=3e-05"
2019-10-02 13:59:12.217,"Policy training> Surrogate loss=0.01496864389628172, KL divergence=0.029416974633932114, Entropy=1.124870777130127, training epoch=0, learning_rate=3e-05"
2019-10-02 13:58:55.617,"Training> Name=main_level/agent, Worker=0, Episode=1340, Total reward=58.99, Steps=103564, Training iteration=66"
2019-10-02 13:58:45.614,"Training> Name=main_level/agent, Worker=0, Episode=1339, Total reward=20.99, Steps=103425, Training iteration=66"
2019-10-02 13:58:42.613,"Training> Name=main_level/agent, Worker=0, Episode=1338, Total reward=98.61, Steps=103377, Training iteration=66"
2019-10-02 13:58:26.608,"Training> Name=main_level/agent, Worker=0, Episode=1337, Total reward=39.33, Steps=103148, Training iteration=66"
2019-10-02 13:58:20.607,"Training> Name=main_level/agent, Worker=0, Episode=1336, Total reward=47.51, Steps=103076, Training iteration=66"
2019-10-02 13:58:14.605,"Training> Name=main_level/agent, Worker=0, Episode=1335, Total reward=15.21, Steps=102990, Training iteration=66"
2019-10-02 13:58:11.604,"Training> Name=main_level/agent, Worker=0, Episode=1334, Total reward=120.67, Steps=102955, Training iteration=66"
2019-10-02 13:57:56.599,"Training> Name=main_level/agent, Worker=0, Episode=1333, Total reward=15.98, Steps=102741, Training iteration=66"
2019-10-02 13:57:52.598,"Training> Name=main_level/agent, Worker=0, Episode=1332, Total reward=140.34, Steps=102684, Training iteration=66"
2019-10-02 13:57:38.594,"Training> Name=main_level/agent, Worker=0, Episode=1331, Total reward=127.55, Steps=102483, Training iteration=66"
2019-10-02 13:57:23.590,"Training> Name=main_level/agent, Worker=0, Episode=1330, Total reward=201.58, Steps=102258, Training iteration=66"
2019-10-02 13:57:08.586,"Training> Name=main_level/agent, Worker=0, Episode=1329, Total reward=31.82, Steps=102040, Training iteration=66"
2019-10-02 13:57:01.584,"Training> Name=main_level/agent, Worker=0, Episode=1328, Total reward=117.28, Steps=101944, Training iteration=66"
2019-10-02 13:56:46.580,"Training> Name=main_level/agent, Worker=0, Episode=1327, Total reward=69.73, Steps=101737, Training iteration=66"
2019-10-02 13:56:35.576,"Training> Name=main_level/agent, Worker=0, Episode=1326, Total reward=48.92, Steps=101566, Training iteration=66"
2019-10-02 13:56:25.574,"Training> Name=main_level/agent, Worker=0, Episode=1325, Total reward=42.93, Steps=101434, Training iteration=66"
2019-10-02 13:56:17.571,"Training> Name=main_level/agent, Worker=0, Episode=1324, Total reward=25.41, Steps=101322, Training iteration=66"
2019-10-02 13:56:12.570,"Training> Name=main_level/agent, Worker=0, Episode=1323, Total reward=133.5, Steps=101257, Training iteration=66"
2019-10-02 13:55:58.566,"Training> Name=main_level/agent, Worker=0, Episode=1322, Total reward=48.92, Steps=101049, Training iteration=66"
2019-10-02 13:55:50.563,"Training> Name=main_level/agent, Worker=0, Episode=1321, Total reward=32.36, Steps=100947, Training iteration=66"
2019-10-02 13:55:44.562,saved intermediate frozen graph: DeepRacer-SageMaker-RoboMaker-comm-940645781828-20191002101606-898fc6a6-c07b-430d-a1e9-9f86ac4172c2/model/model_66.pb
2019-10-02 13:55:43.561,Uploaded 3 files for checkpoint 66
2019-10-02 13:55:43.561,INFO:tensorflow:Froze 11 variables.
2019-10-02 13:55:43.561,INFO:tensorflow:Converted 11 variables to const ops.
2019-10-02 13:55:37.559,"Policy training> Surrogate loss=-0.09920912235975266, KL divergence=0.055960360914468765, Entropy=1.0502349138259888, training epoch=9, learning_rate=3e-05"
2019-10-02 13:55:37.559,Checkpoint> Saving in path=['./checkpoint/66_Step-100882.ckpt']
2019-10-02 13:55:24.867,"Policy training> Surrogate loss=-0.0892292857170105, KL divergence=0.05284850299358368, Entropy=1.0598726272583008, training epoch=8, learning_rate=3e-05"
2019-10-02 13:55:12.375,"Policy training> Surrogate loss=-0.08889622986316681, KL divergence=0.052836790680885315, Entropy=1.0587654113769531, training epoch=7, learning_rate=3e-05"
2019-10-02 13:54:59.157,"Policy training> Surrogate loss=-0.08866822719573975, KL divergence=0.047464534640312195, Entropy=1.0741571187973022, training epoch=6, learning_rate=3e-05"
2019-10-02 13:54:45.889,"Policy training> Surrogate loss=-0.08250068128108978, KL divergence=0.048920344561338425, Entropy=1.0782783031463623, training epoch=5, learning_rate=3e-05"
2019-10-02 13:54:32.479,"Policy training> Surrogate loss=-0.07897602766752243, KL divergence=0.04771013930439949, Entropy=1.0714141130447388, training epoch=4, learning_rate=3e-05"
2019-10-02 13:54:20.108,"Policy training> Surrogate loss=-0.07162794470787048, KL divergence=0.05070053040981293, Entropy=1.0964915752410889, training epoch=3, learning_rate=3e-05"
2019-10-02 13:54:06.818,"Policy training> Surrogate loss=-0.05810478329658508, KL divergence=0.05384599789977074, Entropy=1.0998891592025757, training epoch=2, learning_rate=3e-05"
2019-10-02 13:53:53.274,"Policy training> Surrogate loss=-0.03213779255747795, KL divergence=0.058468256145715714, Entropy=1.077826738357544, training epoch=1, learning_rate=3e-05"
2019-10-02 13:53:40.615,"Policy training> Surrogate loss=0.013887712731957436, KL divergence=0.0331055112183094, Entropy=1.1029391288757324, training epoch=0, learning_rate=3e-05"
2019-10-02 13:53:26.051,"Training> Name=main_level/agent, Worker=0, Episode=1320, Total reward=65.38, Steps=100882, Training iteration=65"
2019-10-02 13:53:15.048,"Training> Name=main_level/agent, Worker=0, Episode=1319, Total reward=23.29, Steps=100737, Training iteration=65"
2019-10-02 13:53:11.047,"Training> Name=main_level/agent, Worker=0, Episode=1318, Total reward=92.92, Steps=100680, Training iteration=65"
2019-10-02 13:52:57.043,"Training> Name=main_level/agent, Worker=0, Episode=1317, Total reward=42.58, Steps=100477, Training iteration=65"
2019-10-02 13:52:51.041,"Training> Name=main_level/agent, Worker=0, Episode=1316, Total reward=38.85, Steps=100387, Training iteration=65"
2019-10-02 13:52:44.039,"Training> Name=main_level/agent, Worker=0, Episode=1315, Total reward=174.49, Steps=100300, Training iteration=65"
2019-10-02 13:52:30.035,"Training> Name=main_level/agent, Worker=0, Episode=1314, Total reward=19.25, Steps=100101, Training iteration=65"
2019-10-02 13:52:27.034,"Training> Name=main_level/agent, Worker=0, Episode=1313, Total reward=86.01, Steps=100051, Training iteration=65"
2019-10-02 13:52:11.029,"Training> Name=main_level/agent, Worker=0, Episode=1312, Total reward=11.69, Steps=99831, Training iteration=65"
2019-10-02 13:52:07.028,"Training> Name=main_level/agent, Worker=0, Episode=1311, Total reward=19.71, Steps=99793, Training iteration=65"
2019-10-02 13:52:04.027,"Training> Name=main_level/agent, Worker=0, Episode=1310, Total reward=10.33, Steps=99744, Training iteration=65"
2019-10-02 13:52:02.027,"Training> Name=main_level/agent, Worker=0, Episode=1309, Total reward=198.49, Steps=99723, Training iteration=65"
2019-10-02 13:51:46.022,"Training> Name=main_level/agent, Worker=0, Episode=1308, Total reward=120.32, Steps=99496, Training iteration=65"
2019-10-02 13:51:31.018,"Training> Name=main_level/agent, Worker=0, Episode=1307, Total reward=23.13, Steps=99279, Training iteration=65"
2019-10-02 13:51:28.017,"Training> Name=main_level/agent, Worker=0, Episode=1306, Total reward=17.15, Steps=99236, Training iteration=65"
2019-10-02 13:51:23.015,"Training> Name=main_level/agent, Worker=0, Episode=1305, Total reward=35.79, Steps=99179, Training iteration=65"
2019-10-02 13:51:15.013,"Training> Name=main_level/agent, Worker=0, Episode=1304, Total reward=170.62, Steps=99068, Training iteration=65"
2019-10-02 13:50:59.008,"Training> Name=main_level/agent, Worker=0, Episode=1303, Total reward=64.02, Steps=98829, Training iteration=65"
2019-10-02 13:50:49.005,"Training> Name=main_level/agent, Worker=0, Episode=1302, Total reward=56.48, Steps=98695, Training iteration=65"
2019-10-02 13:50:40.003,"Training> Name=main_level/agent, Worker=0, Episode=1301, Total reward=129.56, Steps=98561, Training iteration=65"
2019-10-02 13:50:22.998,Uploaded 3 files for checkpoint 65
2019-10-02 13:50:22.998,INFO:tensorflow:Froze 11 variables.
2019-10-02 13:50:22.998,INFO:tensorflow:Converted 11 variables to const ops.
2019-10-02 13:50:22.998,saved intermediate frozen graph: DeepRacer-SageMaker-RoboMaker-comm-940645781828-20191002101606-898fc6a6-c07b-430d-a1e9-9f86ac4172c2/model/model_65.pb
2019-10-02 13:50:17.996,"Policy training> Surrogate loss=-0.09881554543972015, KL divergence=0.053912047296762466, Entropy=1.1261765956878662, training epoch=9, learning_rate=3e-05"
2019-10-02 13:50:17.996,Checkpoint> Saving in path=['./checkpoint/65_Step-98343.ckpt']
2019-10-02 13:50:03.273,"Policy training> Surrogate loss=-0.09563469141721725, KL divergence=0.05135050788521767, Entropy=1.132168173789978, training epoch=8, learning_rate=3e-05"
2019-10-02 13:49:48.518,"Policy training> Surrogate loss=-0.0888543576002121, KL divergence=0.05105806514620781, Entropy=1.1390808820724487, training epoch=7, learning_rate=3e-05"
2019-10-02 13:49:33.885,"Policy training> Surrogate loss=-0.08622212707996368, KL divergence=0.047202035784721375, Entropy=1.142437219619751, training epoch=6, learning_rate=3e-05"
2019-10-02 13:49:18.390,"Policy training> Surrogate loss=-0.08357702195644379, KL divergence=0.04669063910841942, Entropy=1.15517258644104, training epoch=5, learning_rate=3e-05"
2019-10-02 13:49:03.302,"Policy training> Surrogate loss=-0.07865290343761444, KL divergence=0.046338796615600586, Entropy=1.151198148727417, training epoch=4, learning_rate=3e-05"
2019-10-02 13:48:48.256,"Policy training> Surrogate loss=-0.06897587329149246, KL divergence=0.04607663303613663, Entropy=1.173517107963562, training epoch=3, learning_rate=3e-05"
2019-10-02 13:48:32.983,"Policy training> Surrogate loss=-0.058656781911849976, KL divergence=0.05399058014154434, Entropy=1.1461371183395386, training epoch=2, learning_rate=3e-05"
2019-10-02 13:48:18.787,"Policy training> Surrogate loss=-0.037395115941762924, KL divergence=0.060670435428619385, Entropy=1.1778199672698975, training epoch=1, learning_rate=3e-05"
2019-10-02 13:48:04.112,"Policy training> Surrogate loss=0.015605194494128227, KL divergence=0.033460382372140884, Entropy=1.1348309516906738, training epoch=0, learning_rate=3e-05"
2019-10-02 13:47:46.486,"Training> Name=main_level/agent, Worker=0, Episode=1300, Total reward=136.38, Steps=98343, Training iteration=64"
2019-10-02 13:47:30.481,"Training> Name=main_level/agent, Worker=0, Episode=1299, Total reward=61.63, Steps=98102, Training iteration=64"
2019-10-02 13:47:18.478,"Training> Name=main_level/agent, Worker=0, Episode=1298, Total reward=81.94, Steps=97942, Training iteration=64"
2019-10-02 13:47:05.474,"Training> Name=main_level/agent, Worker=0, Episode=1297, Total reward=13.07, Steps=97745, Training iteration=64"
2019-10-02 13:47:02.473,"Training> Name=main_level/agent, Worker=0, Episode=1296, Total reward=154.07, Steps=97722, Training iteration=64"
2019-10-02 13:46:44.468,"Training> Name=main_level/agent, Worker=0, Episode=1295, Total reward=77.42, Steps=97472, Training iteration=64"
2019-10-02 13:46:33.465,"Training> Name=main_level/agent, Worker=0, Episode=1294, Total reward=89.31, Steps=97311, Training iteration=64"
2019-10-02 13:46:18.460,"Training> Name=main_level/agent, Worker=0, Episode=1293, Total reward=16.49, Steps=97100, Training iteration=64"
